epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,170.429,0.59309,0.58941,0.90719,0.99556,1,0.995,0.88279,0.48807,0.43961,0.74529,0.000721645,0.000721645,0.000721645
52,173.475,0.57571,0.58614,0.88383,0.99381,1,0.995,0.88393,0.49042,0.43456,0.74458,0.000707498,0.000707498,0.000707498
53,176.347,0.54129,0.57147,0.89032,0.99187,1,0.995,0.8935,0.46084,0.41851,0.74539,0.000693351,0.000693351,0.000693351
54,179.38,0.5756,0.57568,0.89126,0.99418,1,0.995,0.89369,0.45917,0.39568,0.74591,0.000679204,0.000679204,0.000679204
55,182.452,0.58635,0.56635,0.89365,0.99639,1,0.995,0.88325,0.47251,0.40472,0.74718,0.000665057,0.000665057,0.000665057
56,185.412,0.56004,0.5678,0.87772,0.99763,1,0.995,0.90061,0.46673,0.39749,0.74346,0.000650909,0.000650909,0.000650909
57,188.546,0.54643,0.53862,0.87156,0.99743,1,0.995,0.89462,0.46006,0.40029,0.73886,0.000636762,0.000636762,0.000636762
58,191.532,0.55814,0.54784,0.88673,0.99533,1,0.995,0.89635,0.44139,0.37874,0.73465,0.000622615,0.000622615,0.000622615
59,194.479,0.55322,0.55073,0.87756,0.99376,1,0.995,0.88894,0.44108,0.37576,0.73701,0.000608468,0.000608468,0.000608468
60,197.707,0.52345,0.5359,0.8791,0.99354,1,0.995,0.88101,0.44575,0.39057,0.7387,0.000594321,0.000594321,0.000594321
61,200.813,0.531,0.53839,0.88938,0.99441,1,0.995,0.8992,0.48098,0.3965,0.74811,0.000580174,0.000580174,0.000580174
62,203.951,0.51818,0.53466,0.88358,0.99483,1,0.995,0.89963,0.50176,0.39591,0.75033,0.000566027,0.000566027,0.000566027
63,206.858,0.55568,0.55434,0.88748,0.99506,1,0.995,0.8855,0.50647,0.38507,0.74494,0.00055188,0.00055188,0.00055188
64,209.861,0.53556,0.52207,0.90097,0.99475,1,0.995,0.90094,0.46674,0.3721,0.73533,0.000537733,0.000537733,0.000537733
65,212.798,0.50008,0.50775,0.87724,0.99483,1,0.995,0.90767,0.43966,0.36263,0.7334,0.000523586,0.000523586,0.000523586
66,215.818,0.49599,0.4918,0.86567,0.99575,1,0.995,0.90513,0.42747,0.34564,0.7311,0.000509438,0.000509438,0.000509438
67,219.332,0.53778,0.51116,0.86932,0.99573,1,0.995,0.89254,0.40892,0.35083,0.72763,0.000495291,0.000495291,0.000495291
68,222.97,0.51013,0.49922,0.87533,0.99514,1,0.995,0.89673,0.40663,0.35885,0.72517,0.000481144,0.000481144,0.000481144
69,226.655,0.52044,0.49963,0.86841,0.9955,1,0.995,0.88164,0.44186,0.34687,0.72681,0.000466997,0.000466997,0.000466997
70,230.378,0.51577,0.49653,0.8843,0.99554,1,0.995,0.89211,0.44739,0.34645,0.72591,0.00045285,0.00045285,0.00045285
71,234.068,0.50771,0.49316,0.86849,0.99596,1,0.995,0.8936,0.43198,0.34666,0.72112,0.000438703,0.000438703,0.000438703
72,238.282,0.50264,0.49924,0.85934,0.99626,1,0.995,0.89052,0.42234,0.34839,0.72013,0.000424556,0.000424556,0.000424556
73,241.881,0.51471,0.49328,0.90288,0.99689,1,0.995,0.89603,0.39754,0.33774,0.71647,0.000410409,0.000410409,0.000410409
74,245.133,0.49189,0.48015,0.87485,0.99635,1,0.995,0.89012,0.41559,0.33028,0.7192,0.000396262,0.000396262,0.000396262
75,248.05,0.48352,0.4836,0.87688,0.99598,1,0.995,0.89547,0.41552,0.33242,0.72124,0.000382115,0.000382115,0.000382115
76,251.12,0.49773,0.48372,0.87713,0.99547,1,0.995,0.90439,0.38949,0.32932,0.72,0.000367967,0.000367967,0.000367967
77,254.227,0.49971,0.48078,0.87903,0.99544,1,0.995,0.90312,0.39583,0.32508,0.72135,0.00035382,0.00035382,0.00035382
78,257.234,0.47933,0.47404,0.85691,0.99523,1,0.995,0.89984,0.42059,0.32302,0.72484,0.000339673,0.000339673,0.000339673
79,260.344,0.47171,0.47008,0.84964,0.99582,1,0.995,0.90793,0.40603,0.33253,0.72018,0.000325526,0.000325526,0.000325526
80,263.333,0.51529,0.51083,0.89315,0.99602,1,0.995,0.90339,0.3973,0.33407,0.71877,0.000311379,0.000311379,0.000311379
81,266.362,0.49869,0.48803,0.86831,0.99584,1,0.995,0.91272,0.3952,0.32807,0.72012,0.000297232,0.000297232,0.000297232
82,269.325,0.47512,0.46946,0.85098,0.99561,1,0.995,0.90523,0.40543,0.33131,0.72233,0.000283085,0.000283085,0.000283085
83,272.341,0.49569,0.4703,0.86307,0.99563,1,0.995,0.90514,0.41633,0.34235,0.72459,0.000268938,0.000268938,0.000268938
84,275.221,0.4684,0.46033,0.85801,0.99579,1,0.995,0.90927,0.40455,0.33784,0.72186,0.000254791,0.000254791,0.000254791
85,278.326,0.49485,0.4591,0.88043,0.99573,1,0.995,0.90656,0.3992,0.32851,0.72109,0.000240644,0.000240644,0.000240644
86,281.865,0.46356,0.45743,0.85736,0.99538,1,0.995,0.90833,0.39499,0.33577,0.71981,0.000226497,0.000226497,0.000226497
87,284.894,0.44965,0.44457,0.87576,0.99568,1,0.995,0.91074,0.39566,0.33433,0.71967,0.000212349,0.000212349,0.000212349
88,287.785,0.47829,0.46732,0.87321,0.9963,1,0.995,0.90779,0.39707,0.33281,0.71789,0.000198202,0.000198202,0.000198202
89,290.771,0.47509,0.44912,0.86327,0.99714,1,0.995,0.90061,0.39348,0.33603,0.71954,0.000184055,0.000184055,0.000184055
90,293.666,0.44718,0.43654,0.86105,0.99724,1,0.995,0.90574,0.39062,0.33421,0.71984,0.000169908,0.000169908,0.000169908
91,296.439,0.5073,0.49095,0.89552,0.99741,1,0.995,0.90622,0.3801,0.33209,0.71612,0.000155761,0.000155761,0.000155761
92,299.102,0.44683,0.45983,0.83942,0.9974,1,0.995,0.90897,0.38216,0.32964,0.71563,0.000141614,0.000141614,0.000141614
93,301.899,0.4379,0.46731,0.85736,0.99716,1,0.995,0.90496,0.3806,0.32845,0.71666,0.000127467,0.000127467,0.000127467
94,304.637,0.43322,0.4505,0.8556,0.99685,1,0.995,0.90473,0.38085,0.33364,0.71717,0.00011332,0.00011332,0.00011332
95,307.385,0.45669,0.46617,0.87321,0.99671,1,0.995,0.90184,0.38689,0.3399,0.71717,9.91726e-05,9.91726e-05,9.91726e-05
96,310.218,0.43469,0.44497,0.85182,0.99656,1,0.995,0.90517,0.38459,0.33227,0.71719,8.50255e-05,8.50255e-05,8.50255e-05
97,313.073,0.4498,0.43909,0.87527,0.99652,1,0.995,0.90903,0.38008,0.32904,0.71587,7.08784e-05,7.08784e-05,7.08784e-05
98,315.833,0.42312,0.43244,0.84186,0.99669,1,0.995,0.91005,0.37133,0.32335,0.71305,5.67313e-05,5.67313e-05,5.67313e-05
99,318.641,0.43744,0.43873,0.85166,0.99703,1,0.995,0.91458,0.36756,0.31665,0.71226,4.25842e-05,4.25842e-05,4.25842e-05
100,321.408,0.4224,0.43579,0.8531,0.99714,1,0.995,0.91132,0.36773,0.317,0.7115,2.84371e-05,2.84371e-05,2.84371e-05
