epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,171.75,0.95216,0.80667,0.00715,0.89376,0.87931,0.95644,0.70451,0.98637,0.59348,0.0124,0.001109,0.001109,0.001109
47,175.152,0.979,0.83412,0.00775,0.83355,0.94978,0.95792,0.75619,0.86683,0.58727,0.01159,0.0010892,0.0010892,0.0010892
48,178.476,0.94679,0.76285,0.00718,0.75605,0.96552,0.93766,0.73382,0.91561,0.60243,0.01075,0.0010694,0.0010694,0.0010694
49,181.7,0.8925,0.7685,0.00655,0.8836,0.91624,0.96008,0.72648,0.99368,0.57516,0.01163,0.0010496,0.0010496,0.0010496
50,185.054,0.96596,0.76764,0.00691,0.87594,0.84483,0.94231,0.74325,0.907,0.54609,0.01044,0.0010298,0.0010298,0.0010298
51,188.326,0.93128,0.64793,0.00654,0.87303,0.82992,0.93251,0.78249,0.80978,0.59395,0.01242,0.00101,0.00101,0.00101
52,191.638,0.89149,0.77459,0.00691,0.88094,0.89655,0.965,0.74585,0.8998,0.52482,0.01207,0.0009902,0.0009902,0.0009902
53,194.945,0.99569,0.77989,0.00643,0.97994,0.84208,0.95244,0.76602,0.81175,0.55258,0.00975,0.0009704,0.0009704,0.0009704
54,198.15,0.9672,0.74252,0.0075,0.97146,0.87931,0.97174,0.80218,0.80206,0.50634,0.00995,0.0009506,0.0009506,0.0009506
55,201.422,0.93575,0.67501,0.0066,1,0.89005,0.97103,0.81405,0.7959,0.46613,0.01116,0.0009308,0.0009308,0.0009308
56,204.646,0.88889,0.66605,0.00653,0.88691,0.94655,0.97334,0.76474,0.82838,0.52801,0.00991,0.000911,0.000911,0.000911
57,208.022,0.89741,0.73251,0.00614,0.98991,0.84483,0.97416,0.82813,0.69484,0.43072,0.00877,0.0008912,0.0008912,0.0008912
58,211.269,0.88136,0.665,0.00621,0.94642,0.91365,0.9687,0.81328,0.73919,0.5015,0.00782,0.0008714,0.0008714,0.0008714
59,214.397,0.87495,0.63616,0.00656,0.93644,0.93103,0.97918,0.85202,0.61765,0.43556,0.008,0.0008516,0.0008516,0.0008516
60,217.74,0.84022,0.57504,0.00551,0.89902,0.84483,0.952,0.82272,0.63305,0.52585,0.0076,0.0008318,0.0008318,0.0008318
61,220.993,0.84262,0.61219,0.0055,0.88042,0.88864,0.96425,0.84915,0.64653,0.4637,0.00783,0.000812,0.000812,0.000812
62,224.283,0.80874,0.61351,0.00554,0.88485,0.93103,0.96887,0.81161,0.72578,0.46,0.01033,0.0007922,0.0007922,0.0007922
63,227.527,0.81185,0.583,0.00507,1,0.8976,0.98026,0.86279,0.63596,0.3815,0.00769,0.0007724,0.0007724,0.0007724
64,230.773,0.81434,0.58412,0.00552,0.99562,0.91379,0.98513,0.86376,0.68497,0.34313,0.00837,0.0007526,0.0007526,0.0007526
65,234.077,0.85451,0.59961,0.00503,0.98458,0.86207,0.98111,0.81195,0.7722,0.40701,0.00874,0.0007328,0.0007328,0.0007328
66,237.324,0.83093,0.58842,0.0049,0.90739,0.89655,0.97558,0.82292,0.72163,0.36844,0.00774,0.000713,0.000713,0.000713
67,240.626,0.68373,0.55884,0.00454,0.9204,0.87931,0.96871,0.85642,0.60708,0.36509,0.00694,0.0006932,0.0006932,0.0006932
68,243.821,0.76838,0.53229,0.00579,0.92987,0.93103,0.97052,0.82172,0.65309,0.43646,0.00785,0.0006734,0.0006734,0.0006734
69,247.105,0.73033,0.56384,0.00525,0.89837,0.91445,0.96894,0.8233,0.66201,0.40107,0.00732,0.0006536,0.0006536,0.0006536
70,250.459,0.77214,0.53441,0.00521,0.98261,0.84483,0.97056,0.82978,0.69194,0.40364,0.00862,0.0006338,0.0006338,0.0006338
71,253.782,0.75961,0.55317,0.00507,0.96323,0.86207,0.97602,0.86603,0.65927,0.3517,0.00792,0.000614,0.000614,0.000614
72,257.14,0.78021,0.55557,0.0057,0.94324,0.94828,0.98356,0.83156,0.70734,0.49197,0.00772,0.0005942,0.0005942,0.0005942
73,260.329,0.75543,0.52186,0.00471,0.93283,0.95782,0.98485,0.87687,0.59921,0.30658,0.0075,0.0005744,0.0005744,0.0005744
74,263.586,0.74007,0.58179,0.00476,0.9178,0.96255,0.98157,0.8432,0.63626,0.43014,0.00717,0.0005546,0.0005546,0.0005546
75,266.938,0.71075,0.54075,0.00402,0.87548,0.98276,0.98509,0.86359,0.60433,0.41655,0.00712,0.0005348,0.0005348,0.0005348
76,270.128,0.73654,0.55194,0.00496,0.94531,0.89413,0.97714,0.82386,0.72237,0.41481,0.00787,0.000515,0.000515,0.000515
77,273.352,0.68858,0.528,0.00451,0.93192,0.94404,0.98305,0.85751,0.62832,0.39027,0.00774,0.0004952,0.0004952,0.0004952
78,276.506,0.78914,0.51626,0.0057,0.90167,1,0.98174,0.83804,0.67797,0.3798,0.00812,0.0004754,0.0004754,0.0004754
79,279.806,0.71804,0.50048,0.00505,0.99471,0.89655,0.98519,0.86135,0.61856,0.34951,0.00757,0.0004556,0.0004556,0.0004556
80,283.066,0.72177,0.50398,0.00468,0.94643,0.94828,0.98724,0.86396,0.69561,0.32422,0.00687,0.0004358,0.0004358,0.0004358
81,286.362,0.74643,0.52195,0.00448,0.94665,0.98276,0.99108,0.85194,0.70251,0.34952,0.00886,0.000416,0.000416,0.000416
82,289.611,0.68114,0.50559,0.00448,0.94465,0.98276,0.99001,0.85287,0.61069,0.3716,0.00635,0.0003962,0.0003962,0.0003962
83,292.779,0.72752,0.49877,0.00493,0.95484,0.98276,0.98771,0.86274,0.60952,0.36009,0.00729,0.0003764,0.0003764,0.0003764
84,296.118,0.65912,0.48992,0.00445,0.96537,0.9613,0.98813,0.87971,0.59935,0.34828,0.00629,0.0003566,0.0003566,0.0003566
85,299.369,0.65928,0.49743,0.00424,0.96447,0.9361,0.9866,0.86743,0.60038,0.34003,0.00592,0.0003368,0.0003368,0.0003368
86,302.646,0.71416,0.46867,0.00415,0.96222,0.8782,0.97426,0.85651,0.61678,0.39608,0.00578,0.000317,0.000317,0.000317
87,305.919,0.63137,0.46137,0.00402,0.96281,0.89271,0.97666,0.87353,0.56763,0.37657,0.00629,0.0002972,0.0002972,0.0002972
88,309.153,0.66823,0.46543,0.00442,0.98005,0.84716,0.97906,0.88526,0.56727,0.37786,0.00682,0.0002774,0.0002774,0.0002774
89,312.419,0.62632,0.43536,0.00384,0.91947,0.9843,0.98711,0.8821,0.53221,0.34862,0.00555,0.0002576,0.0002576,0.0002576
90,315.63,0.61047,0.48097,0.00367,0.97557,0.98276,0.9926,0.89179,0.53877,0.30439,0.00581,0.0002378,0.0002378,0.0002378
91,349.807,0.55036,0.4455,0.00589,0.94979,0.97842,0.98796,0.86914,0.58069,0.34455,0.0079,0.000218,0.000218,0.000218
92,353.068,0.56807,0.4585,0.00659,0.88794,0.95641,0.98339,0.86723,0.61239,0.36353,0.00791,0.0001982,0.0001982,0.0001982
93,356.253,0.58703,0.46002,0.00581,0.96294,0.89587,0.98246,0.86886,0.59487,0.35798,0.007,0.0001784,0.0001784,0.0001784
94,359.427,0.60001,0.47782,0.00622,0.89682,0.91379,0.97338,0.86569,0.60383,0.38636,0.00764,0.0001586,0.0001586,0.0001586
95,362.561,0.58012,0.48898,0.0069,0.97331,0.86207,0.97816,0.86867,0.60619,0.36517,0.00754,0.0001388,0.0001388,0.0001388
96,365.867,0.54716,0.45563,0.00524,0.9491,0.96552,0.98893,0.88716,0.60163,0.31441,0.00734,0.000119,0.000119,0.000119
97,371.691,0.52098,0.37239,0.00507,0.95031,0.98936,0.993,0.89146,0.57152,0.28607,0.00665,9.92e-05,9.92e-05,9.92e-05
98,379.71,0.52491,0.36496,0.0046,1,0.94804,0.99352,0.894,0.55302,0.27927,0.00618,7.94e-05,7.94e-05,7.94e-05
99,387.907,0.53403,0.41678,0.00475,0.98264,0.97595,0.99416,0.89756,0.53422,0.27237,0.00536,5.96e-05,5.96e-05,5.96e-05
100,395.631,0.53465,0.38697,0.00468,0.98275,0.9821,0.9933,0.89129,0.53264,0.27371,0.00536,3.98e-05,3.98e-05,3.98e-05
