epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,106.607,1.31452,1.11992,1.09926,0.93097,0.93009,0.98418,0.65606,1.10363,1.00098,0.84399,0.0016436,0.0016436,0.0016436
20,110.991,1.26745,1.11911,1.06345,0.9364,0.74138,0.9143,0.58169,1.12956,1.08095,0.86026,0.0016238,0.0016238,0.0016238
21,115.676,1.25368,1.08358,1.06408,0.93052,0.92374,0.98089,0.64788,1.04949,0.91963,0.8369,0.001604,0.001604,0.001604
22,128.136,1.20541,1.01418,1.03229,0.91094,1,0.97508,0.69063,1.04944,0.86738,0.83191,0.0015842,0.0015842,0.0015842
23,140.444,1.1931,1.02082,1.05727,0.83346,0.94919,0.94798,0.61468,1.08467,0.98988,0.91923,0.0015644,0.0015644,0.0015644
24,145.193,1.17913,0.95611,1.03258,0.89694,0.90034,0.96588,0.68076,1.03521,0.77237,0.83191,0.0015446,0.0015446,0.0015446
25,150.32,1.23331,0.99544,1.04866,0.96774,0.93103,0.97943,0.63913,1.08239,0.83138,0.86482,0.0015248,0.0015248,0.0015248
26,157.698,1.17002,1.01126,1.03578,0.85218,0.84483,0.96236,0.61356,1.07647,0.88073,0.85374,0.001505,0.001505,0.001505
27,169.722,1.14364,0.95298,1.01613,0.87236,0.82487,0.95301,0.6393,1.18084,0.80386,0.9096,0.0014852,0.0014852,0.0014852
28,182.597,1.18893,0.90705,1.03951,0.80377,0.86207,0.91701,0.59177,1.11039,0.89051,0.89748,0.0014654,0.0014654,0.0014654
29,195.223,1.25674,0.97267,1.05513,0.7502,0.86207,0.90772,0.61665,1.13279,0.86252,0.87278,0.0014456,0.0014456,0.0014456
30,209.136,1.12499,0.95379,1.02428,0.95344,0.96552,0.9896,0.70088,0.94199,0.71148,0.81882,0.0014258,0.0014258,0.0014258
31,222.848,1.10587,0.90742,1.0272,0.94829,0.94859,0.98438,0.66761,1.03505,0.85883,0.84235,0.001406,0.001406,0.001406
32,237.381,1.03132,0.86416,0.99326,0.81381,0.90436,0.94494,0.72384,0.88544,0.74037,0.76795,0.0013862,0.0013862,0.0013862
33,245.748,1.05757,0.85778,0.9958,0.88006,0.93103,0.96637,0.70089,1.01919,0.77889,0.7967,0.0013664,0.0013664,0.0013664
34,249.608,1.04922,0.81696,0.98526,0.82526,0.97719,0.96865,0.69946,1.00887,0.76655,0.77892,0.0013466,0.0013466,0.0013466
35,253.483,1.03416,0.81501,0.99797,0.79443,0.93283,0.95828,0.69828,0.96205,0.7099,0.81005,0.0013268,0.0013268,0.0013268
36,257.717,1.03554,0.80547,0.97848,0.88005,0.98276,0.97212,0.71473,0.96929,0.71932,0.82489,0.001307,0.001307,0.001307
37,266.043,1.01548,0.7964,0.99038,0.93231,0.94983,0.98924,0.73465,0.9684,0.6811,0.81084,0.0012872,0.0012872,0.0012872
38,277.199,0.99134,0.77853,0.96036,0.9156,0.93523,0.98077,0.73809,0.87378,0.6709,0.77707,0.0012674,0.0012674,0.0012674
39,289.722,1.03547,0.80273,0.97411,0.96558,0.96732,0.99122,0.74284,0.8984,0.64977,0.7887,0.0012476,0.0012476,0.0012476
40,302.818,0.99875,0.78677,0.99413,0.97893,1,0.99076,0.69579,0.9574,0.64344,0.79142,0.0012278,0.0012278,0.0012278
41,320.316,0.98425,0.75372,0.96505,0.98293,0.99269,0.99483,0.71879,0.87123,0.58534,0.79689,0.001208,0.001208,0.001208
42,333.705,1.02045,0.77712,0.98075,0.91919,0.94828,0.98222,0.74954,0.8541,0.56896,0.80368,0.0011882,0.0011882,0.0011882
43,344.719,1.05579,0.82646,0.97123,0.90214,0.95372,0.97822,0.7342,0.90102,0.53366,0.77201,0.0011684,0.0011684,0.0011684
44,349.091,1.03252,0.79123,0.99118,0.94969,1,0.98467,0.73067,0.94959,0.57116,0.78164,0.0011486,0.0011486,0.0011486
45,352.877,1.05052,0.80565,0.97264,0.95189,0.93103,0.97699,0.70176,0.91899,0.6042,0.77756,0.0011288,0.0011288,0.0011288
46,356.962,1.00725,0.78,0.97531,0.90596,0.99668,0.98059,0.76319,0.83201,0.60975,0.76766,0.001109,0.001109,0.001109
47,360.782,0.93151,0.72637,0.93619,0.99082,0.96552,0.99206,0.77229,0.80061,0.61708,0.74118,0.0010892,0.0010892,0.0010892
48,364.485,0.94503,0.71016,0.94217,0.99027,0.94828,0.98935,0.76964,0.88356,0.57279,0.76185,0.0010694,0.0010694,0.0010694
49,368.549,0.93422,0.70236,0.94651,0.97416,0.98276,0.99244,0.7747,0.86023,0.56567,0.75317,0.0010496,0.0010496,0.0010496
50,372.103,0.97573,0.7385,0.95831,0.94628,0.98276,0.99096,0.7533,0.86833,0.56781,0.72697,0.0010298,0.0010298,0.0010298
51,375.746,0.94327,0.70905,0.93688,0.95876,0.98276,0.9923,0.7738,0.80086,0.54285,0.71704,0.00101,0.00101,0.00101
52,379.371,0.92751,0.69873,0.94829,0.94825,0.9478,0.98806,0.78517,0.78087,0.52706,0.73284,0.0009902,0.0009902,0.0009902
53,383.308,0.87269,0.6839,0.9323,1,0.97627,0.99406,0.79537,0.8084,0.50916,0.72082,0.0009704,0.0009704,0.0009704
54,387.009,0.86903,0.67098,0.93329,0.94838,0.98276,0.99198,0.75374,0.82559,0.59533,0.73054,0.0009506,0.0009506,0.0009506
55,390.832,0.85073,0.66601,0.92683,0.94544,1,0.99004,0.78963,0.74707,0.57378,0.72512,0.0009308,0.0009308,0.0009308
56,394.453,0.87073,0.67821,0.93479,0.94988,0.98023,0.98971,0.77927,0.73103,0.5383,0.72622,0.000911,0.000911,0.000911
57,398.714,0.89061,0.66786,0.92836,0.96465,1,0.99467,0.79632,0.8183,0.52758,0.71575,0.0008912,0.0008912,0.0008912
58,402.982,0.82121,0.6397,0.93822,0.96414,1,0.994,0.78358,0.8027,0.59127,0.71565,0.0008714,0.0008714,0.0008714
59,406.993,0.8485,0.64469,0.92284,0.96699,0.96552,0.994,0.80713,0.76656,0.50675,0.70984,0.0008516,0.0008516,0.0008516
60,410.761,0.80669,0.62598,0.92517,0.97493,1,0.99449,0.82131,0.74981,0.48627,0.70807,0.0008318,0.0008318,0.0008318
61,414.71,0.80464,0.62842,0.91728,0.9751,1,0.99449,0.79896,0.6958,0.47564,0.7003,0.000812,0.000812,0.000812
62,418.527,0.82525,0.62115,0.91985,0.99322,0.96552,0.99219,0.80115,0.71221,0.49523,0.70555,0.0007922,0.0007922,0.0007922
63,422.302,0.87322,0.6463,0.93352,0.94554,1,0.99265,0.78905,0.73982,0.53935,0.72317,0.0007724,0.0007724,0.0007724
64,426.223,0.83611,0.63153,0.90524,0.96578,1,0.99364,0.81359,0.70618,0.51587,0.69262,0.0007526,0.0007526,0.0007526
65,430.071,0.82186,0.64476,0.92465,0.9322,1,0.98899,0.77923,0.78726,0.53057,0.71526,0.0007328,0.0007328,0.0007328
66,433.969,0.79315,0.59853,0.91065,0.97431,0.94828,0.99175,0.79482,0.73507,0.52139,0.69822,0.000713,0.000713,0.000713
67,437.597,0.7991,0.60917,0.90555,0.9606,1,0.99315,0.78624,0.81439,0.56095,0.71654,0.0006932,0.0006932,0.0006932
68,441.662,0.84944,0.64285,0.9135,0.99727,0.96552,0.99097,0.83128,0.74476,0.52359,0.70704,0.0006734,0.0006734,0.0006734
69,445.369,0.83423,0.63014,0.91121,0.99719,0.96552,0.99219,0.82168,0.69575,0.49292,0.70116,0.0006536,0.0006536,0.0006536
70,449.096,0.78206,0.60687,0.91031,0.96516,0.96552,0.99174,0.7989,0.70885,0.49565,0.69682,0.0006338,0.0006338,0.0006338
71,453.072,0.78798,0.59927,0.90077,0.96603,0.98063,0.99347,0.82924,0.67591,0.46133,0.6985,0.000614,0.000614,0.000614
72,457.186,0.73798,0.57244,0.92242,0.95854,1,0.99467,0.82005,0.74475,0.49276,0.70954,0.0005942,0.0005942,0.0005942
73,460.93,0.76954,0.58484,0.91906,0.97832,1,0.99449,0.82235,0.73487,0.4572,0.70487,0.0005744,0.0005744,0.0005744
74,464.888,0.73089,0.57402,0.90561,0.97844,1,0.99415,0.79131,0.78203,0.44508,0.71487,0.0005546,0.0005546,0.0005546
75,472.812,0.78088,0.60043,0.89108,0.98265,0.97646,0.99415,0.82379,0.75025,0.48122,0.70351,0.0005348,0.0005348,0.0005348
76,487.349,0.73971,0.57316,0.9212,0.95405,1,0.993,0.81409,0.7809,0.51917,0.70523,0.000515,0.000515,0.000515
77,502.308,0.71733,0.56187,0.89309,0.96322,1,0.99347,0.81237,0.7348,0.4703,0.68872,0.0004952,0.0004952,0.0004952
78,518.014,0.7294,0.55895,0.9012,0.96339,1,0.99449,0.83184,0.65549,0.4481,0.6822,0.0004754,0.0004754,0.0004754
79,524.919,0.7359,0.57942,0.91265,0.9826,0.97349,0.99449,0.85943,0.61021,0.44201,0.67312,0.0004556,0.0004556,0.0004556
80,532.67,0.71169,0.5442,0.88791,0.98002,1,0.99449,0.84587,0.63835,0.45086,0.68374,0.0004358,0.0004358,0.0004358
81,536.773,0.73524,0.56733,0.88824,0.9736,1,0.99449,0.82473,0.68601,0.48096,0.69205,0.000416,0.000416,0.000416
82,540.642,0.72183,0.56356,0.89993,0.98041,1,0.995,0.84593,0.63935,0.44908,0.67675,0.0003962,0.0003962,0.0003962
83,548.572,0.73324,0.56254,0.8961,0.97751,1,0.99449,0.84626,0.62904,0.43286,0.68756,0.0003764,0.0003764,0.0003764
84,554.505,0.6869,0.55811,0.89193,0.98272,0.98061,0.99364,0.85318,0.61828,0.43044,0.68939,0.0003566,0.0003566,0.0003566
85,558.1,0.66722,0.54917,0.87907,0.96319,1,0.99242,0.83163,0.63692,0.45951,0.67701,0.0003368,0.0003368,0.0003368
86,561.866,0.69092,0.54271,0.89487,0.97883,1,0.99449,0.85266,0.6609,0.47576,0.69109,0.000317,0.000317,0.000317
87,565.383,0.75795,0.55493,0.8983,0.98027,1,0.99398,0.84742,0.65264,0.46076,0.68869,0.0002972,0.0002972,0.0002972
88,569.037,0.6979,0.53497,0.90433,0.96618,1,0.99449,0.84596,0.60497,0.42561,0.68033,0.0002774,0.0002774,0.0002774
89,572.593,0.64773,0.51939,0.88987,0.962,1,0.994,0.83669,0.60546,0.41347,0.68763,0.0002576,0.0002576,0.0002576
90,576.461,0.67196,0.54519,0.87936,0.96361,1,0.99277,0.83816,0.62055,0.42476,0.68105,0.0002378,0.0002378,0.0002378
91,695.415,0.67177,0.54443,0.8566,0.97013,1,0.99449,0.84169,0.61915,0.41462,0.67546,0.000218,0.000218,0.000218
92,700.093,0.66636,0.513,0.87304,0.96204,1,0.994,0.8535,0.6043,0.40714,0.67192,0.0001982,0.0001982,0.0001982
93,704.316,0.62439,0.5007,0.86059,0.96599,0.97949,0.99347,0.8506,0.60537,0.40334,0.67343,0.0001784,0.0001784,0.0001784
94,708.995,0.59137,0.49693,0.84959,0.95964,1,0.994,0.86891,0.58624,0.40216,0.67528,0.0001586,0.0001586,0.0001586
95,713.227,0.59569,0.48789,0.8494,0.96017,1,0.994,0.8685,0.59911,0.39922,0.6774,0.0001388,0.0001388,0.0001388
96,717.586,0.6043,0.49922,0.86204,0.99065,1,0.995,0.86242,0.6076,0.41757,0.67597,0.000119,0.000119,0.000119
97,721.527,0.57882,0.48182,0.85937,0.98709,1,0.995,0.86938,0.60426,0.42518,0.67439,9.92e-05,9.92e-05,9.92e-05
98,725.493,0.5813,0.47615,0.83686,0.98255,0.97069,0.99449,0.85834,0.60719,0.4221,0.67535,7.94e-05,7.94e-05,7.94e-05
99,729.196,0.5679,0.47793,0.86342,0.9759,1,0.99415,0.85911,0.60843,0.41603,0.67548,5.96e-05,5.96e-05,5.96e-05
100,733.27,0.55081,0.46022,0.86016,0.97634,1,0.99415,0.86904,0.62273,0.41399,0.67777,3.98e-05,3.98e-05,3.98e-05
